,order_date_received,accessioning_type,sample_id,arsenic_ug_g,cadmium_ug_g,lead_ug_g,mercury_ug_g
327,04/26/2021 08:46 AM,Leaf/Mixed Plant Material,210422-004,,0.0256,6.511887400219677e-05,
331,04/29/2021 10:15 AM,Flower,210429-009,0.0787666666667,0.0539,0.010766805898157563,0.0014
332,04/29/2021 10:15 AM,Flower,210429-010,0.0069,0.0572666666667,0.001954684639053383,
339,05/03/2021 09:01 AM,Flower,210429-015,0.550333333333,0.0465333333333,1.16666666667,0.0192333333333
341,05/05/2021 10:46 AM,Flower,210505-010,,1.3,0.012690022868691992,
350,05/06/2021 08:52 AM,Flower,210506-010,1.14,0.0779,0.0355333333333,0.0120333333333
356,05/07/2021 12:31 PM,Leaf/Mixed Plant Material,210507-010,0.141,0.0901,0.237666666667,0.0171
357,05/07/2021 12:31 PM,Leaf/Mixed Plant Material,210507-011,,0.882333333333,0.107333333333,0.0149333333333
358,05/07/2021 12:31 PM,Leaf/Mixed Plant Material,210507-012,0.205666666667,0.0623333333333,0.312,0.0237333333333
361,05/11/2021 01:14 PM,Leaf/Mixed Plant Material,210510-028,0.144,0.0985333333333,0.436333333333,0.00796666666667
369,05/14/2021 02:06 PM,Flower,210513-073,,0.0117333333333,0.0128333333333,0.00593333333333
370,05/14/2021 02:06 PM,Flower,210513-074,,0.0165666666667,0.0164333333333,0.00603333333333
371,05/14/2021 02:06 PM,Flower,210513-075,0.00303333333333,0.0151333333333,0.0272,0.00626666666667
373,05/14/2021 02:19 PM,Leaf/Mixed Plant Material,210512-003,,0.0334,0.0470333333333,0.008
381,05/20/2021 12:18 PM,Flower,210519-018,0.125666666667,0.0244333333333,0.192666666667,0.006
382,05/20/2021 12:18 PM,Flower,210519-019,0.0654666666667,0.0299,0.0934666666667,0.00566666666667
383,05/20/2021 12:18 PM,Flower,210519-020,0.0825333333333,0.0154666666667,0.18,0.00513333333333
384,05/20/2021 12:18 PM,Flower,210519-021,0.0783,0.0318,0.0996333333333,0.006
391,05/25/2021 12:14 PM,Flower,210525-022,0.0542,0.0821333333333,0.0167333333333,0.00833333333333
392,05/25/2021 12:14 PM,Flower,210525-023,0.135766666667,0.0831666666667,0.0138666666667,0.007
395,05/26/2021 12:47 PM,Leaf/Mixed Plant Material,210526-003,0.224,0.0825666666667,0.578,
396,05/27/2021 12:30 PM,Flower,210527-017,0.0807666666667,0.0444333333333,0.003571573949015613,
409,06/03/2021 01:38 PM,Flower,210603-013,,0.000866666666667,0.0110666666667,0.00146666666667
426,06/16/2021 12:33 PM,Flower,210615-034,0.108333333333,0.0727666666667,0.0132333333333,0.00463333333333
427,06/16/2021 12:33 PM,Flower,210615-035,0.145666666667,0.1005,0.103666666667,0.0434
428,06/17/2021 12:21 PM,Flower,210615-038,0.0509,0.0356666666667,0.229333333333,0.0101666666667
435,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-030,0.0615333333333,0.0427,0.359,0.00273333333333
436,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-031,0.554333333333,0.0653,0.99,0.000833333333333
437,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-032,0.190666666667,0.0144,0.298333333333,
438,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-033,0.1055,1.34,0.378,
439,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-034,0.0648333333333,0.0107,0.0798,0.000333333333333
440,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-035,0.459333333333,0.0695666666667,0.943666666667,0.01
441,06/21/2021 02:54 PM,Leaf/Mixed Plant Material,210618-036,0.0905,0.137333333333,0.194333333333,0.0241333333333
450,06/24/2021 11:26 AM,Flower,210624-015,0.673,0.0563,1.40333333333,0.00443333333333
451,06/24/2021 11:26 AM,Flower,210624-016,0.191666666667,0.0466,0.421,0.0027
452,06/24/2021 11:26 AM,Flower,210624-017,0.313,0.0406333333333,0.595333333333,0.0039
461,07/01/2021 12:19 PM,Flower,210701-025,0.482666666667,0.0231,0.000666666666667,
470,07/08/2021 12:50 PM,Leaf/Mixed Plant Material,210707-027,18.3666666667,4.95666666667,0.0578,0.0103
471,07/08/2021 12:50 PM,Leaf/Mixed Plant Material,210707-028,0.0313,0.165333333333,0.0345333333333,0.0099
480,07/13/2021 02:01 PM,Flower,210713-015,0.0127666666667,0.0936666666667,0.0149666666667,0.00476666666667
481,07/13/2021 02:01 PM,Flower,210713-016,,0.0413,0.0149333333333,0.00413333333333
482,07/13/2021 02:01 PM,Flower,210713-017,0.0306666666667,0.0757333333333,0.00796666666667,0.00603333333333
492,07/16/2021 01:46 PM,Leaf/Mixed Plant Material,210715-017,0.0498,0.00466666666667,0.0307666666667,0.0172333333333
523,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-023,0.0316666666667,0.0103,0.131,0.00293333333333
524,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-024,0.115166666667,0.0693333333333,0.337333333333,0.00466666666667
525,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-025,0.299333333333,0.0155333333333,0.540333333333,0.00366666666667
526,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-026,0.209,0.036,0.377333333333,0.00696666666667
527,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-027,0.14,0.0473,0.242333333333,0.00636666666667
528,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-028,0.210666666667,0.0371,0.454,0.00443333333333
529,07/29/2021 11:47 AM,Leaf/Mixed Plant Material,210728-029,0.0392,0.0308333333333,0.204333333333,0.0042
530,07/29/2021 11:50 AM,Flower,210729-007,0.415,0.0392333333333,,
535,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-002,0.607333333333,0.0558333333333,0.03,0.00643333333333
536,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-003,0.186666666667,0.0448666666667,0.0271666666667,0.00693333333333
539,08/02/2021 01:22 PM,Flower,210801-006,,0.00936666666667,0.0117,0.00463333333333
540,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-007,0.158,0.0963666666667,0.278,0.0101333333333
541,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-008,0.337666666667,0.0536,0.729,0.0106
542,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-009,0.06,0.0307333333333,0.237333333333,0.00973333333333
543,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-010,0.274,0.0541666666667,0.551333333333,0.00943333333333
544,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-011,0.158666666667,0.0551333333333,0.29,0.0122333333333
545,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-012,0.1145,0.0478666666667,0.391,0.0108666666667
546,08/02/2021 01:22 PM,Leaf/Mixed Plant Material,210801-013,0.103866666667,0.063,0.227,0.0119333333333
549,08/05/2021 01:31 PM,Leaf/Mixed Plant Material,210804-009,9.37666666667,1.78,0.0402,0.0064
552,08/06/2021 11:16 AM,Flower,210805-016,0.0860666666667,0.0694,0.171,
557,08/09/2021 11:33 AM,Flower,210806-012,0.165333333333,0.0657333333333,0.331333333333,
558,08/09/2021 11:33 AM,Flower,210806-013,0.148366666667,0.0589666666667,0.302,0.00166666666667
559,08/09/2021 11:33 AM,Flower,210806-014,0.0178,0.00856666666667,0.113666666667,
560,08/09/2021 11:33 AM,Flower,210806-015,0.426666666667,0.361333333333,0.805666666667,0.00113333333333
561,08/09/2021 11:33 AM,Flower,210806-016,0.0520666666667,0.140666666667,0.162,0.0004
562,08/11/2021 02:07 PM,Flower,210811-001,0.0121666666667,0.0345333333333,0.0148666666667,0.00653333333333
563,08/11/2021 02:07 PM,Flower,210811-002,0.0631,0.0279666666667,0.0143,0.00583333333333
564,08/11/2021 02:07 PM,Flower,210811-003,0.0443,0.0703666666667,0.0123333333333,0.00556666666667
566,08/13/2021 01:49 PM,Leaf/Mixed Plant Material,210812-011,0.326,0.0345,0.5,0.0219
580,08/19/2021 08:34 AM,Flower,210817-004,0.0447666666667,0.0339666666667,0.0128666666667,0.00916666666667
585,08/23/2021 02:24 PM,Leaf/Mixed Plant Material,210820-010,0.00146666666667,0.0306,0.0327333333333,0.0236333333333
586,08/23/2021 02:24 PM,Leaf/Mixed Plant Material,210820-011,0.0638666666667,0.0423333333333,0.133666666667,0.0268
587,08/24/2021 08:23 AM,Flower,210823-016,0.0579666666667,0.0277333333333,0.0263333333333,0.0224
599,08/27/2021 12:49 PM,Flower,210826-029,0.0534,0.0761666666667,0.130666666667,0.0069
600,08/27/2021 12:49 PM,Flower,210826-030,0.0621333333333,0.0837666666667,0.115333333333,0.00733333333333
601,08/27/2021 12:49 PM,Flower,210826-031,0.0388666666667,0.121333333333,0.0672,0.00763333333333
602,08/27/2021 12:49 PM,Flower,210826-032,0.0602,0.111666666667,0.0857,0.00776666666667
603,08/27/2021 12:49 PM,Flower,210826-033,0.0471666666667,0.0788666666667,0.134666666667,0.00733333333333
604,08/27/2021 12:49 PM,Flower,210826-034,0.0435666666667,0.116,0.0948,0.00823333333333
605,08/27/2021 12:49 PM,Flower,210826-035,0.0457333333333,0.0657,0.123333333333,0.00706666666667
608,08/31/2021 09:19 AM,Flower,210830-017,0.0363333333333,0.0163666666667,,0.00373333333333
612,09/01/2021 12:25 PM,Flower,210831-021,,0.137,,0.0015
613,09/01/2021 12:25 PM,Flower,210831-022,0.00396666666667,0.0118,,0.000933333333333
615,09/07/2021 02:25 PM,Flower,210907-030,0.0602666666667,0.0432666666667,0.0955,0.0156333333333
616,09/07/2021 02:25 PM,Flower,210907-031,0.0545333333333,0.0553666666667,0.0807333333333,0.0159666666667
617,09/07/2021 02:25 PM,Flower,210907-032,0.118666666667,0.0221,0.144666666667,0.0162
619,09/09/2021 02:04 PM,Leaf/Mixed Plant Material,210902-008,0.144,0.0659666666667,0.549,0.0144
636,09/13/2021 11:32 AM,Flower,210912-002,0.0724333333333,0.0609666666667,0.0705333333333,0.0161666666667
639,09/13/2021 12:34 PM,Flower,210913-005,0.0806,0.123333333333,0.0317666666667,0.0165
640,09/13/2021 12:34 PM,Flower,210913-006,0.033,0.0880333333333,0.0318666666667,0.0159666666667
655,09/16/2020 02:11 PM,Flower,200916-079,,,,
656,09/16/2020 02:25 PM,Flower,200916-080,,,,
662,09/17/2021 02:05 PM,Flower,210917-038,0.294666666667,0.0321,0.844333333333,0.0211333333333
663,09/17/2021 02:05 PM,Flower,210917-039,0.267666666667,0.0133333333333,0.178666666667,0.0157333333333
664,09/17/2021 02:05 PM,Flower,210917-036,0.0042,0.0268666666667,0.0528333333333,0.0171
665,09/17/2021 02:05 PM,Flower,210917-037,0.0131666666667,0.0205666666667,0.0667666666667,0.0153
666,09/17/2021 08:48 AM,Flower,210915-023,0.185333333333,0.0220333333333,0.038,0.0135666666667
667,09/18/2020 03:12 PM,Flower,200918-014,0.35,,,
668,09/18/2020 03:20 PM,Flower,200918-015,,,0.476,
669,09/18/2020 03:20 PM,Flower,200918-016,0.342,,0.72,
670,09/18/2020 03:20 PM,Flower,200918-017,0.314,,0.81,
673,09/18/2020 11:26 AM,Flower,200918-012,0.208,,,
674,09/18/2020 11:26 AM,Flower,200918-013,,,,
677,09/20/2021 08:44 AM,Flower,210914-003,,0.0134666666667,0.0386666666667,0.0165333333333
678,09/20/2021 08:44 AM,Flower,210914-004,0.0363333333333,0.0127333333333,0.0772333333333,0.0147666666667
697,09/22/2020 01:45 PM,Flower,200922-011,0.0601666666667,0.113333333333,0.456333333333,0.0222333333333
700,09/22/2020 02:03 PM,Flower,200922-014,0.425333333333,0.0602666666667,0.959666666667,0.0225666666667
715,09/23/2020 12:47 PM,Flower,200923-050,0.886,0.0557,1.674,0.0196333333333
716,09/23/2020 12:47 PM,Flower,200923-051,0.886,0.061,1.55,0.0212666666667
726,09/24/2021 02:53 PM,Flower,210924-021,0.0744,0.104,0.123666666667,0.0240333333333
727,09/24/2021 04:06 PM,Flower,210924-012,0.0512666666667,0.0213333333333,0.104333333333,0.00743333333333
730,09/25/2020 10:27 AM,Flower,200925-011,0.061,0.0195,0.107666666667,0.0066
731,09/25/2020 10:27 AM,Flower,200925-012,0.0451666666667,0.0183333333333,0.0680333333333,0.0067
732,09/25/2020 10:27 AM,Flower,200925-013,0.0515666666667,0.0146666666667,0.0636666666667,0.00556666666667
733,09/25/2020 10:27 AM,Flower,200925-014,0.0569333333333,0.0204,0.183666666667,0.00673333333333
734,09/25/2020 10:27 AM,Flower,200925-015,0.0449333333333,0.0133666666667,0.0759333333333,0.0064
735,09/25/2020 10:27 AM,Flower,200925-016,0.0426,0.0181333333333,0.0677333333333,0.00773333333333
736,09/25/2020 10:27 AM,Flower,200925-017,0.0755333333333,0.0211666666667,0.121333333333,0.00623333333333
737,09/25/2020 10:27 AM,Flower,200925-018,0.0425,0.0150333333333,0.0485,0.00696666666667
738,09/25/2020 10:27 AM,Flower,200925-019,0.0405333333333,0.0201,0.0574333333333,0.0077
742,09/28/2020 02:40 PM,Flower,200928-009,0.294666666667,0.0262333333333,0.496333333333,0.0151
743,09/28/2020 02:40 PM,Flower,200928-010,0.213666666667,0.0213666666667,0.153666666667,0.0137333333333
744,09/28/2020 02:40 PM,Flower,200928-011,0.160333333333,0.0227333333333,0.246666666667,0.0125333333333
745,09/28/2020 02:40 PM,Flower,200928-012,0.174,0.0230666666667,0.201333333333,0.0131
746,09/28/2020 02:40 PM,Flower,200928-013,0.0771666666667,0.0396333333333,0.161666666667,0.00926666666667
747,09/28/2020 02:40 PM,Flower,200928-014,0.119666666667,0.0498333333333,0.228666666667,0.0121
748,09/28/2020 02:40 PM,Flower,200928-015,0.062,0.019,0.11,0.00996666666667
749,09/28/2020 02:40 PM,Flower,200928-016,0.0797,0.0207333333333,0.113666666667,0.0098
750,09/28/2020 02:40 PM,Flower,200928-017,0.0289333333333,0.0235333333333,0.0289333333333,0.00906666666667
751,09/28/2021 03:57 PM,Flower,210928-030,0.0148,0.034,0.0703333333333,0.0161
752,09/28/2021 03:57 PM,Flower,210928-031,0.0157333333333,0.025,0.0594333333333,0.0167
753,09/28/2021 03:57 PM,Flower,210928-032,0.0276666666667,0.0907666666667,0.0596333333333,0.0152
754,09/28/2021 03:57 PM,Flower,210928-033,,0.0520333333333,0.0560333333333,0.0157333333333
755,09/29/2020 10:57 AM,Flower,200929-007,0.101133333333,0.0306666666667,0.426,0.0228666666667
756,09/29/2020 10:57 AM,Flower,200929-008,0.113,0.0532666666667,0.248333333333,0.0062
757,09/29/2020 10:57 AM,Flower,200929-009,0.0932333333333,0.0178666666667,0.233,0.00623333333333
758,09/29/2020 10:57 AM,Flower,200929-010,0.0123666666667,,0.0777666666667,
759,09/29/2020 10:57 AM,Flower,200929-011,0.0355666666667,6.66666666667e-05,0.194666666667,
760,09/29/2020 10:57 AM,Flower,200929-012,0.250333333333,0.0131333333333,0.578666666667,0.0175333333333
761,09/29/2020 10:57 AM,Flower,200929-013,0.18,0.00413333333333,0.491,
762,09/29/2020 10:57 AM,Flower,200929-014,0.0480333333333,0.00643333333333,0.156333333333,
763,09/29/2020 10:57 AM,Flower,200929-015,0.0252,0.000866666666667,0.136333333333,
764,09/29/2020 10:57 AM,Flower,200929-016,0.0443333333333,0.00503333333333,0.170333333333,
765,09/29/2020 10:57 AM,Flower,200929-017,0.0752333333333,0.0184,0.239666666667,
766,09/29/2020 10:57 AM,Flower,200929-018,0.0572666666667,0.00563333333333,0.203666666667,
767,09/29/2020 10:57 AM,Flower,200929-019,0.0959333333333,0.00326666666667,0.312333333333,
768,09/29/2020 10:57 AM,Flower,200929-020,0.0163,,0.238,
769,09/29/2020 10:57 AM,Flower,200929-021,0.0772,0.000633333333333,0.385666666667,0.00216666666667
770,09/29/2020 12:46 PM,Flower,200929-022,,,,
774,09/30/2020 12:28 PM,Flower,200930-007,0.0445333333333,0.038,0.731666666667,
775,09/30/2020 12:28 PM,Flower,200930-008,0.0303666666667,0.0199666666667,0.259333333333,
776,09/30/2020 12:28 PM,Flower,200930-009,,0.0271,0.254,
777,09/30/2020 12:28 PM,Flower,200930-010,0.0538,0.0067,0.267333333333,
783,10/02/2020 12:35 PM,Flower,201002-023,0.0262666666667,0.0119,0.233333333333,
784,10/02/2020 12:35 PM,Flower,201002-024,0.0536,0.0083,0.282333333333,
789,10/02/2020 12:35 PM,Flower,201002-029,0.0622333333333,0.0165,0.110666666667,0.0003
790,10/05/2020 03:25 PM,Flower,201005-008,0.176666666667,0.0173333333333,0.303666666667,0.0101
791,10/05/2020 03:25 PM,Flower,201005-009,0.111,0.0177,0.206,0.00873333333333
792,10/05/2020 03:25 PM,Flower,201005-010,0.0241,0.0126,0.0125666666667,0.0071
793,10/05/2020 03:25 PM,Flower,201005-011,0.109,0.0122,0.0920666666667,0.0136
794,10/05/2020 03:25 PM,Flower,201005-012,0.0582,0.0112,0.109666666667,0.0114
798,10/06/2020 01:09 PM,Flower,201006-020,0.0243333333333,0.0085,0.0848,0.00766666666667
799,10/06/2020 01:09 PM,Flower,201006-021,0.0354,0.0352333333333,0.0435666666667,0.00676666666667
